"Date","Time","Open","High","Low","Close"
06/23/2003,11:26,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:27,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:28,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:29,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:30,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:31,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:32,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:33,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:34,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:35,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:36,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:37,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:38,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:39,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:40,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:41,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:42,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:43,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:44,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:45,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:46,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:47,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:48,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:49,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:50,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:51,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:52,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:53,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:54,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:55,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:56,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:57,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:58,977.2500,977.2500,977.2500,977.2500
06/23/2003,11:59,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:00,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:01,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:02,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:03,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:04,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:05,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:06,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:07,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:08,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:09,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:10,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:11,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:12,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:13,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:14,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:15,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:16,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:17,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:18,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:19,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:20,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:21,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:22,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:23,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:24,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:25,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:26,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:27,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:28,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:29,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:30,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:31,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:32,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:33,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:34,977.2500,977.2500,977.2500,977.2500
06/23/2003,12:35,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:36,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:37,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:38,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:39,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:40,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:41,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:42,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:43,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:44,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:45,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:46,977.5000,977.5000,977.5000,977.5000
06/23/2003,12:47,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:48,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:49,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:50,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:51,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:52,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:53,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:54,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:55,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:56,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:57,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:58,977.0000,977.0000,977.0000,977.0000
06/23/2003,12:59,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:00,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:01,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:02,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:03,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:04,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:05,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:06,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:07,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:08,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:09,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:10,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:11,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:12,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:13,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:14,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:15,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:16,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:17,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:18,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:19,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:20,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:21,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:22,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:23,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:24,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:25,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:26,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:27,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:28,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:29,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:30,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:31,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:32,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:33,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:34,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:35,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:36,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:37,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:38,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:39,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:40,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:41,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:42,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:43,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:44,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:45,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:46,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:47,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:48,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:49,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:50,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:51,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:52,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:53,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:54,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:55,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:56,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:57,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:58,977.0000,977.0000,977.0000,977.0000
06/23/2003,13:59,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:00,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:01,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:02,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:03,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:04,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:05,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:06,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:07,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:08,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:09,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:10,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:11,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:12,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:13,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:14,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:15,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:16,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:17,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:18,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:19,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:20,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:21,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:22,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:23,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:24,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:25,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:26,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:27,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:28,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:29,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:30,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:31,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:32,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:33,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:34,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:35,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:36,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:37,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:38,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:39,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:40,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:41,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:42,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:43,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:44,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:45,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:46,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:47,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:48,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:49,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:50,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:51,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:52,977.0000,977.0000,977.0000,977.0000
06/23/2003,14:53,979.0000,979.0000,979.0000,979.0000
06/23/2003,14:54,979.0000,979.0000,979.0000,979.0000
06/23/2003,14:55,979.0000,979.0000,979.0000,979.0000
06/23/2003,14:56,979.0000,979.0000,979.0000,979.0000
06/23/2003,14:57,979.0000,979.0000,979.0000,979.0000
06/23/2003,14:58,979.0000,979.0000,979.0000,979.0000
06/23/2003,14:59,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:00,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:01,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:02,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:03,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:04,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:05,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:06,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:07,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:08,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:09,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:10,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:11,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:12,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:13,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:14,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:15,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:16,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:17,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:18,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:19,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:20,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:21,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:22,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:23,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:24,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:25,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:26,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:27,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:28,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:29,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:30,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:31,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:32,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:33,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:34,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:35,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:36,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:37,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:38,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:39,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:40,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:41,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:42,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:43,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:44,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:45,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:46,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:47,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:48,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:49,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:50,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:51,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:52,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:53,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:54,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:55,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:56,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:57,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:58,979.0000,979.0000,979.0000,979.0000
06/23/2003,15:59,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:00,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:01,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:02,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:03,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:04,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:05,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:06,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:07,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:08,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:09,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:10,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:11,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:12,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:13,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:14,979.0000,979.0000,979.0000,979.0000
06/23/2003,16:15,979.0000,979.0000,979.0000,979.0000
06/24/2003,09:31,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:32,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:33,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:34,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:35,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:36,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:37,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:38,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:39,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:40,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:41,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:42,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:43,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:44,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:45,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:46,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:47,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:48,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:49,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:50,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:51,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:52,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:53,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:54,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:55,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:56,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:57,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:58,983.5000,983.5000,983.5000,983.5000
06/24/2003,09:59,983.5000,983.5000,983.5000,983.5000
06/24/2003,10:00,983.5000,983.5000,983.5000,983.5000
06/24/2003,10:01,983.5000,983.7500,983.5000,983.7500
06/24/2003,10:02,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:03,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:04,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:05,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:06,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:07,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:08,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:09,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:10,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:11,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:12,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:13,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:14,983.7500,983.7500,983.7500,983.7500
06/24/2003,10:15,981.0000,981.0000,981.0000,981.0000
